x,y,z,u
0.6921191373193538,1.519622260002427,0.04312022935331387,0.2
0.7084987327853093,1.555651093379649,0.045190954905544145,0.2
0.7252653475889184,1.592529368971435,0.04736091947801324,0.2
0.7424281092689897,1.6302769813859386,0.049634916573843224,0.2
0.7599963542350942,1.6689142715578071,0.05201795873404197,0.2
0.7779796277675637,1.7084620267481823,0.054515277537503154,0.2
0.7963876840174922,1.7489414805446992,0.05713232360100622,0.2
0.8152304860067351,1.7903743128614875,0.05987476657921644,0.2
0.8345182393839444,1.8327827147147178,0.06274858141658608,0.2
0.8542614695562785,1.8761895377583053,0.06576023670549365,0.2
0.8744708068478014,1.9206178819807282,0.06891614688490931,0.2
0.895157139261569,1.9660913864715521,0.07222307688615341,0.2
0.9163316322208324,2.012634267178188,0.07568819331689675,0.2
0.9380057285690376,2.060271316905894,0.07931906446116059,0.2
0.9601911485698265,2.1090279053177747,0.0831236602793167,0.2
0.9828998899070356,2.158929978934782,0.08711035240808732,0.2
1.0061442276846972,2.2100040611357117,0.09128791416054506,0.2
1.029936714427039,2.26227725215721,0.09566552052611316,0.2
1.054290180078483,2.315777229093767,0.1002527481705652,0.2
1.0792177320036462,2.3705322458977167,0.10505957543602501,0.2
1.1047327549873445,2.42657113337925,0.11009638234096768,0.2
1.1308489583412318,2.4839233760131214,0.11537412846802601,0.2
1.157580440735679,2.5426192211852103,0.12090458357300804,0.2
1.1849414662621256,2.6026893132408437,0.1266994871595857,0.2
1.2129466418974335,2.664164977846293,0.13277124001959148,0.2
1.2416109330901626,2.7270782472097475,0.1391329638979512,0.2
1.2709496637605717,2.7914618600813137,0.14579850149268428,0.2
1.3009785163006187,2.8573492617530176,0.15278241645490348,0.2
1.3317135315739599,2.9247746040588014,0.1600999933888151,0.2
1.3631711089159504,2.993772745374526,0.16776723785171876,0.2
1.3953680061336446,3.06437925061797,0.17580087635400776,0.2
1.4283213395057954,3.1366303912488305,0.18421835635916867,0.2
1.4620485837828545,3.210563145268721,0.19303784628378157,0.2
1.4965675721892804,3.2862151972232803,0.20227823551179683,0.2
1.53189661117165,3.363625046443813,0.21195983324310133,0.2
1.5680543656504764,3.4428319113735633,0.22210363202335376,0.2
1.605059811393745,3.5238756730913288,0.23273105641730077,0.2
1.6429323679423686,3.60679699278909,0.24386479761194366,0.2
1.6816918986101854,3.69163731177201,0.25552881341653855,0.2
1.7213587104839603,3.778438851458432,0.2677483282625963,0.2
1.7619535544233844,3.867244613379885,0.2805498332038825,0.2
1.8034976250610752,3.958098379181076,0.29396108591641734,0.2
1.8460125608025773,4.051044710619897,0.30801111069847603,0.2
1.8895204438263602,4.146128949567421,0.32273019847058826,0.2
1.934043800083821,4.243397218007905,0.3381499067755387,0.2
1.9796055992992825,4.342896418038785,0.3543030597783664,0.2
2.0262292818619327,4.444674186034466,0.37122411325739246,0.2
2.073938830546216,4.548778803360138,0.38895004018407797,0.2
2.122758595552823,4.655259498843788,0.4075179466714476,0.2
2.172713417093608,4.764166190591111,0.4269668685567154,0.2
2.223828642545664,4.8755494539480075,0.44733801174180765,0.2
2.2761301264513247,4.9894605215005745,0.46867475219336274,0.2
2.3296442305181637,5.105951283075113,0.49102263594273143,0.2
