x,omega,u
0.06460383528089166,20.492601170892797,1.8216
0.0676493595282219,20.494264761322295,1.8216
0.07076254309657656,20.495426514324492,1.8216
0.07387159945977055,20.495879977112665,1.8216
0.07698291152513466,20.49550315495476,1.8216
0.08012886527023771,20.494256260375824,1.8216
0.08332490751537014,20.49207269860991,1.8216
0.08653726564269268,20.48885753336734,1.8216
0.08984131147815803,20.485131033457684,1.8216
0.09304327609492345,20.480911174606394,1.8216
0.09624839483595803,20.4762804214709,1.8216
0.09950657165146685,20.471198594396274,1.8216
0.1027166480718713,20.465609207530385,1.8216
0.10584371062587299,20.459438257354737,1.8216
0.1088861654740807,20.452915542063547,1.8216
0.11182744507545302,20.446202225837737,1.8216
0.11475823050272771,20.439257418868632,1.8216
0.117713477170345,20.43202395057348,1.8216
0.12054738232851253,20.424427343826036,1.8216
0.1233890134134138,20.41637476707995,1.8216
0.12626358664194515,20.4081840448175,1.8216
0.1290323457121495,20.399651865670904,1.8216
0.13173490172721541,20.39075333004458,1.8216
0.13420422031893242,20.381454464336198,1.8216
0.13668853777818457,20.37171149287621,1.8216
0.13918273704166295,20.361470090707826,1.8216
0.1415327022288551,20.350879657423746,1.8216
0.14368992190186636,20.340107347050036,1.8216
0.1458359175901113,20.32912392302015,1.8216
0.1479459008967408,20.317889929318255,1.8216
0.14985312266690912,20.306355071480425,1.8216
0.15171274735967552,20.294457584331546,1.8216
0.15355524247329944,20.282446146782302,1.8216
0.15520899344847747,20.27050805773289,1.8216
0.15672598461525175,20.258636443938435,1.8216
0.15812082057562385,20.24681667727799,1.8216
0.15938569990520465,20.235026009250536,1.8216
0.16062636126466573,20.223233199575613,1.8216
0.16163019486783323,20.211505659006995,1.8216
0.16265906852670123,20.199636308537464,1.8216
0.16357497252723813,20.187600191387755,1.8216
0.1644625816842648,20.17536740578864,1.8216
0.16518951505338964,20.16290280727209,1.8216
0.16571410631747205,20.15016570359322,1.8216
0.16622299406923569,20.137324582499456,1.8216
0.16657074465853683,20.124571607337373,1.8216
0.16684635304380976,20.111990063674728,1.8216
0.1669502042630969,20.099554934379853,1.8216
0.1670486196511968,20.0872401986587,1.8216
0.1671242683018859,20.075018610983882,1.8216
0.16702735447826525,20.062969000131716,1.8216
0.1670116929090884,20.051276844261636,1.8216
0.16697959801692422,20.039858375134177,1.8216
0.16679155013463348,20.02873332982117,1.8216
0.1665411244117434,20.017917427650033,1.8216
0.1660938427467685,20.00742237020373,1.8216
0.16558397352548485,19.997255844268462,1.8216
0.1650674017901293,19.98723475085094,1.8216
0.16442818830792574,19.977442108980988,1.8216
0.1636911298643519,19.967854202308708,1.8216
0.1628781291680958,19.958448004888947,1.8216
0.16215018077493756,19.94920108833148,1.8216
0.16128799755051662,19.940199050533085,1.8216
0.16037625430965397,19.93163622192569,1.8216
0.15952245132498002,19.92343990233701,1.8216
0.15875893514751022,19.91564324681715,1.8216
0.1579434178627414,19.908277878173056,1.8216
0.1571286807204116,19.901374024032595,1.8216
0.15600937764765707,19.89485313822187,1.8216
0.15503527334345185,19.888714027399597,1.8216
0.15419117600180818,19.88303289527132,1.8216
0.1534005477774292,19.87777730438343,1.8216
0.15242974859280392,19.87291364317422,1.8216
0.1515268805207624,19.868407077338254,1.8216
0.15061829979279726,19.86432902572027,1.8216
0.14979665042068607,19.860857916672757,1.8216
0.14909760085228102,19.857903477973657,1.8216
0.1483998011895039,19.85547967865755,1.8216
0.14768915014805573,19.853597400502434,1.8216
0.14681245459654538,19.852264636993674,1.8216
0.14612200337222506,19.85148669965689,1.8216
0.14545964566433392,19.85107965488207,1.8216
0.14460396362690386,19.85104632581963,1.8216
0.1439706557390766,19.851389740994932,1.8216
0.14331962267949222,19.852113364222152,1.8216
0.1427945280977073,19.85322132893954,1.8216
0.14219165415362592,19.854611156858006,1.8216
0.14196027061714797,19.856259981866735,1.8216
0.14153778573765063,19.858224691518632,1.8216
0.14121934501589303,19.86045598609559,1.8216
0.1408859054266003,19.86290594293079,1.8216
0.1404664656192032,19.865528065044305,1.8216
0.14016793111258039,19.86838485430825,1.8216
0.14002513149174636,19.871461888197725,1.8216
0.13984194901391336,19.874667987804784,1.8216
0.13976956353966224,19.878021477115404,1.8216
0.13962549723594359,19.881542945872262,1.8216
0.1395548062646243,19.885255536967076,1.8216
0.13959952604249343,19.88907771814622,1.8216
0.13954973114445718,19.893009558973354,1.8216
0.13937202644095326,19.89705181123729,1.8216
0.13942827219421014,19.901206106442018,1.8216
0.13940666308751518,19.90547515624449,1.8216
0.1393413576156129,19.909862955839856,1.8216
0.13935680946908036,19.914267470186417,1.8216
0.13950189918546083,19.91866682401358,1.8216
0.13954320479158117,19.923038293801344,1.8216
0.13968977090655568,19.927358415368126,1.8216
0.13980623862291938,19.9316030929325,1.8216
0.14001697774496552,19.93574770964869,1.8216
0.14011982232884762,19.939874759723956,1.8216
0.14044751570770325,19.943987981174203,1.8216
0.1405714828578345,19.948174805164346,1.8216
0.1407485584142103,19.952420494659133,1.8216
0.14098163645362008,19.956715788331017,1.8216
0.14116040651292763,19.961057028781305,1.8216
0.14146760647266224,19.9653387750747,1.8216
0.14177035207072947,19.96935314365294,1.8216
0.14211395867761317,19.973003396261852,1.8216
0.14246808462447957,19.976303283812626,1.8216
0.14280411629994033,19.979269664811564,1.8216
0.14312188593142788,19.981922642424056,1.8216
0.14337574260332342,19.984178179956782,1.8216
0.14364075615095828,19.986220992579423,1.8216
0.14395859289147284,19.988047678893526,1.8216
